Entry	Status	Gene ontology (molecular function)
Q9VQL9	unreviewed	metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]
Q9VSQ1	unreviewed	actin binding [GO:0003779]
Q9VWT3	unreviewed	glutathione hydrolase activity [GO:0036374]; peptidyltransferase activity [GO:0000048]
Q9VZK2	unreviewed	DNA binding [GO:0003677]
Q9W406	unreviewed	
A1ZAZ6	unreviewed	
A1ZAZ7	unreviewed	
Q8T6B9	reviewed	mRNA binding [GO:0003729]; poly(U) RNA binding [GO:0008266]
Q9VD29	unreviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; scaffold protein binding [GO:0097110]
A1ZB08	unreviewed	
A8MZR2	unreviewed	
Q86B99	unreviewed	
Q86S05	reviewed	
Q8STI6	unreviewed	RNA binding [GO:0003723]
Q9V9Z3	unreviewed	transferase activity [GO:0016740]
Q9VL71	unreviewed	mRNA binding [GO:0003729]; poly-pyrimidine tract binding [GO:0008187]
Q9VW41	unreviewed	
Q9XYZ6	unreviewed	mRNA binding [GO:0003729]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
Q7KNM2	unreviewed	ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; identical protein binding [GO:0042802]; SUMO conjugating enzyme activity [GO:0061656]; SUMO ligase activity [GO:0061665]; SUMO transferase activity [GO:0019789]; transcription factor binding [GO:0008134]; ubiquitin activating enzyme binding [GO:0033134]
Q9XZ68	unreviewed	Rab geranylgeranyltransferase activity [GO:0004663]
A1ZB21	unreviewed	
Q9VA32	unreviewed	structural constituent of chitin-based larval cuticle [GO:0008010]
A1ZB32	unreviewed	chitin binding [GO:0008061]
A1ZB42	reviewed	transcription coregulator activity [GO:0003712]
P06607	reviewed	carboxylic ester hydrolase activity [GO:0052689]
Q9V3G7	reviewed	enzyme regulator activity [GO:0030234]
Q9V6K1	reviewed	aminopeptidase activity [GO:0004177]; exopeptidase activity [GO:0008238]; identical protein binding [GO:0042802]; serine-type endopeptidase activity [GO:0004252]; tripeptidyl-peptidase activity [GO:0008240]
Q9VEC8	unreviewed	
Q9VF23	unreviewed	ATP binding [GO:0005524]; kinase activity [GO:0016301]
Q9VJB3	unreviewed	
Q9VRJ2	reviewed	
Q9VUG5	unreviewed	transferase activity [GO:0016740]
A1ZB56	unreviewed	
A1ZB57	unreviewed	
I0B1P6	unreviewed	protein tyrosine phosphatase activity [GO:0004725]
Q7K3Q3	unreviewed	DNA binding [GO:0003677]
Q9VM97	unreviewed	calcium ion binding [GO:0005509]; heparin binding [GO:0008201]
Q9W0G1	reviewed	protein tyrosine phosphatase activity [GO:0004725]
A1ZB58	unreviewed	
P05661	reviewed	actin-dependent ATPase activity [GO:0030898]; actin filament binding [GO:0051015]; ATPase activity, coupled [GO:0042623]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; motor activity [GO:0003774]; protein homodimerization activity [GO:0042803]; structural constituent of muscle [GO:0008307]
Q8ING0	unreviewed	hydrolase activity [GO:0016787]
A1ZB61	unreviewed	
P26686	reviewed	mRNA binding [GO:0003729]; RNA binding [GO:0003723]
Q24524	reviewed	actin binding [GO:0003779]; actin filament binding [GO:0051015]; protein binding, bridging [GO:0030674]
Q7JXZ2	unreviewed	cystathionine gamma-lyase activity [GO:0004123]; cystathionine gamma-synthase activity [GO:0003962]; L-cysteine desulfhydrase activity [GO:0080146]; L-cystine L-cysteine-lyase (deaminating) [GO:0044540]; pyridoxal phosphate binding [GO:0030170]
Q7K3Y9	unreviewed	serine-type endopeptidase inhibitor activity [GO:0004867]
Q8MSV2	reviewed	mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; poly(A) binding [GO:0008143]; poly(U) RNA binding [GO:0008266]; RNA binding [GO:0003723]
Q9VA42	unreviewed	sterol binding [GO:0032934]
Q9VGK3	unreviewed	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
Q9VIU4	unreviewed	ethanolaminephosphotransferase activity [GO:0004307]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]
Q9VV75	unreviewed	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; ubiquinol-cytochrome-c reductase activity [GO:0008121]
Q9VYQ9	unreviewed	
Q9VZ71	unreviewed	
A1ZB64	unreviewed	
Q8MLP8	unreviewed	
Q9VGA3	unreviewed	carbohydrate binding [GO:0030246]
Q9VT02	unreviewed	chitin binding [GO:0008061]
A1ZB68	unreviewed	glutathione transferase activity [GO:0004364]
Q9VF00	unreviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
Q9W1A4	reviewed	metal ion binding [GO:0046872]; Ran GTPase binding [GO:0008536]
A1ZB71	unreviewed	glutathione transferase activity [GO:0004364]
A1ZB73	unreviewed	glutathione transferase activity [GO:0004364]
Q9TVP3	reviewed	unfolded protein binding [GO:0051082]
A1ZB83	unreviewed	
P29310	reviewed	protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase C inhibitor activity [GO:0008426]; transcription factor binding [GO:0008134]
P36241	reviewed	structural constituent of ribosome [GO:0003735]
Q9V3D9	unreviewed	7S RNA binding [GO:0008312]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]
Q9VW15	reviewed	chromatin binding [GO:0003682]; histone acetyltransferase binding [GO:0035035]; histone methyltransferase activity [GO:0042054]; histone methyltransferase activity (H3-K36 specific) [GO:0046975]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]
Q9W252	reviewed	adenylate kinase activity [GO:0004017]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]; double-stranded DNA binding [GO:0003690]; double-stranded telomeric DNA binding [GO:0003691]; G-quadruplex DNA binding [GO:0051880]; metal ion binding [GO:0046872]; single-stranded telomeric DNA binding [GO:0043047]
A1ZB86	reviewed	
A1ZBA1	unreviewed	Ral GTPase binding [GO:0017160]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]
A8DYL7	unreviewed	
E2QD16	unreviewed	chromatin binding [GO:0003682]; histone acetyltransferase binding [GO:0035035]
F0JAI6	reviewed	kinetochore binding [GO:0043515]; microtubule binding [GO:0008017]
C0HKA0	reviewed	mRNA 5'-UTR binding [GO:0048027]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]
C0HKA1	reviewed	mRNA 5'-UTR binding [GO:0048027]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]
P54397	reviewed	FK506 binding [GO:0005528]; juvenile hormone response element binding [GO:0070594]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
Q24117	reviewed	ATPase activity, coupled [GO:0042623]; disordered domain specific binding [GO:0097718]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; motor activity [GO:0003774]; protein homodimerization activity [GO:0042803]
Q7K3M5	unreviewed	ATP binding [GO:0005524]; ATP-dependent 3'-5' RNA helicase activity [GO:0034459]; ATP-dependent RNA helicase activity [GO:0004004]; nucleotidyltransferase activity [GO:0016779]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
Q9V668	reviewed	P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]
Q9VDD1	reviewed	ubiquitin-like protein ligase binding [GO:0044389]
Q9VDQ3	unreviewed	DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
Q9VMX9	unreviewed	endopeptidase activity [GO:0004175]; serine-type endopeptidase activity [GO:0004252]
Q9W073	unreviewed	
Q9Y1A3	reviewed	metal ion binding [GO:0046872]; P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]
O18412	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
P07666	reviewed	actin binding [GO:0003779]
Q08012	reviewed	epidermal growth factor receptor binding [GO:0005154]; sevenless binding [GO:0005118]; SH3/SH2 adaptor activity [GO:0005070]
Q24185	reviewed	dynein light intermediate chain binding [GO:0051959]; microtubule binding [GO:0008017]; Rab GTPase binding [GO:0017137]
Q7KLE5	unreviewed	phospholipid binding [GO:0005543]
Q8IRJ8	reviewed	
Q9VM65	reviewed	
Q9VPR6	unreviewed	inositol-1,4,5-trisphosphate 3-kinase activity [GO:0008440]; inositol-1,4,5-trisphosphate 6-kinase activity [GO:0000823]; inositol tetrakisphosphate 5-kinase activity [GO:0047326]
Q9VS12	unreviewed	structural constituent of chitin-based larval cuticle [GO:0008010]
Q9VXE8	unreviewed	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]
Q9W465	unreviewed	
A1ZBC4	unreviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q4V4F7	unreviewed	
Q9VDF0	unreviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q9VU72	unreviewed	chitin binding [GO:0008061]
A1ZBC5	unreviewed	DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
Q24141	reviewed	
Q9VHA4	unreviewed	DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
A1ZBC7	unreviewed	amino acid:cation symporter activity [GO:0005416]; amino acid:sodium symporter activity [GO:0005283]; L-amino acid transmembrane transporter activity [GO:0015179]; neurotransmitter:sodium symporter activity [GO:0005328]; neurotransmitter transporter activity [GO:0005326]
M9NEJ1	unreviewed	
P16241	reviewed	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
P23647	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q7JY26	unreviewed	
Q95TN4	reviewed	
Q9NIV1	reviewed	ATP binding [GO:0005524]; elongation factor-2 kinase activity [GO:0004686]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; protein kinase activity [GO:0004672]
Q9VF15	unreviewed	heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]
Q9VFW5	unreviewed	G protein-coupled receptor activity [GO:0004930]; neuropeptide receptor activity [GO:0008188]; pyrokinin receptor activity [GO:0036401]
Q9VG51	unreviewed	phosphatidylinositol-3-phosphate binding [GO:0032266]
Q9VNZ8	reviewed	GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; Rab guanyl-nucleotide exchange factor activity [GO:0017112]
Q9VS14	unreviewed	structural constituent of chitin-based larval cuticle [GO:0008010]
Q9VVD3	unreviewed	
Q9VX71	unreviewed	
Q9VZ07	unreviewed	kinesin binding [GO:0019894]; microtubule motor activity [GO:0003777]
Q9W0L0	unreviewed	Rho guanyl-nucleotide exchange factor activity [GO:0005089]
Q9W3U1	unreviewed	histone methyltransferase activity (H3-K36 specific) [GO:0046975]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; protein-lysine N-methyltransferase activity [GO:0016279]; transcription coactivator activity [GO:0003713]
A1ZBD9	unreviewed	
Q8T0S6	reviewed	ATP binding [GO:0005524]; protein homodimerization activity [GO:0042803]; protein serine/threonine kinase activity [GO:0004674]
A1ZBE8	reviewed	
A1ZBF6	unreviewed	
A9UN61	unreviewed	
O97067	reviewed	aminoacyl-tRNA hydrolase activity [GO:0004045]
P05205	reviewed	chromatin binding [GO:0003682]; histone binding [GO:0042393]; Hsp70 protein binding [GO:0030544]; methylated histone binding [GO:0035064]; mRNA binding [GO:0003729]; protein binding, bridging [GO:0030674]; protein-containing complex binding [GO:0044877]; rDNA binding [GO:0000182]; RNA binding [GO:0003723]; RNA polymerase binding [GO:0070063]; RNA polymerase II C-terminal domain binding [GO:0099122]; satellite DNA binding [GO:0003696]
P10735	reviewed	structural constituent of ribosome [GO:0003735]
P15357	reviewed	metal ion binding [GO:0046872]; protein tag [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]
P50887	reviewed	structural constituent of ribosome [GO:0003735]
P55830	reviewed	structural constituent of ribosome [GO:0003735]
Q24046	reviewed	ATPase activator activity [GO:0001671]
Q5U110	unreviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; transforming growth factor beta receptor, inhibitory cytoplasmic mediator activity [GO:0030617]
Q7JQF6	unreviewed	copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]
Q7K0L4	reviewed	
Q7KN74	unreviewed	
Q8IR10	unreviewed	structural constituent of chitin-based cuticle [GO:0005214]
Q8SXS8	unreviewed	kinase activity [GO:0016301]
Q95RR1	unreviewed	copper chaperone activity [GO:0016531]
Q9V345	reviewed	transcription regulatory region DNA binding [GO:0044212]
Q9V4C9	unreviewed	nucleic acid binding [GO:0003676]
Q9VAG4	reviewed	
Q9VHA8	unreviewed	chaperone binding [GO:0051087]; misfolded protein binding [GO:0051787]; unfolded protein binding [GO:0051082]
Q9VJ22	unreviewed	
Q9VKU3	unreviewed	hydrolase activity [GO:0016787]; translation release factor activity, codon nonspecific [GO:0016150]
Q9VPY2	unreviewed	ubiquitin binding [GO:0043130]
Q9VV62	unreviewed	structural constituent of chitin-based cuticle [GO:0005214]
Q9VWZ8	unreviewed	
Q9VXG1	reviewed	nucleic acid binding [GO:0003676]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
Q9VYE6	unreviewed	calcium-dependent protein binding [GO:0048306]; calmodulin binding [GO:0005516]; inositol-1,4,5-trisphosphate 3-kinase activity [GO:0008440]
Q9W029	unreviewed	
Q9W1C9	reviewed	
Q9XZT0	unreviewed	
A1ZBG9	unreviewed	beta-glucuronidase activity [GO:0004566]; carbohydrate binding [GO:0030246]
A1ZBJ2	unreviewed	fatty-acyl-CoA binding [GO:0000062]; flavin adenine dinucleotide binding [GO:0050660]; very-long-chain-acyl-CoA dehydrogenase activity [GO:0017099]
Q9VWM1	unreviewed	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity [GO:0016263]; metal ion binding [GO:0046872]
P02835	reviewed	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
P05990	reviewed	aspartate carbamoyltransferase activity [GO:0004070]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (ammonia) activity [GO:0004087]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; dihydroorotase activity [GO:0004151]; glutamine binding [GO:0070406]; metal ion binding [GO:0046872]
P48598	reviewed	eukaryotic initiation factor 4G binding [GO:0031370]; RNA 7-methylguanosine cap binding [GO:0000340]; RNA cap binding [GO:0000339]; translation initiation factor activity [GO:0003743]; translation regulator activity [GO:0045182]
Q7K3E9	unreviewed	DNA binding [GO:0003677]
Q8IRY8	unreviewed	
Q8MQJ8	unreviewed	actin binding [GO:0003779]; actin filament binding [GO:0051015]; clathrin adaptor activity [GO:0035615]; clathrin binding [GO:0030276]; clathrin light chain binding [GO:0032051]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol binding [GO:0035091]
Q95RY2	unreviewed	adenyl-nucleotide exchange factor activity [GO:0000774]; chaperone binding [GO:0051087]
Q9I7Z9	unreviewed	
Q9V3G8	unreviewed	
Q9VBQ3	unreviewed	
Q9VN31	unreviewed	myosin binding [GO:0017022]
Q9VRL7	unreviewed	chitin binding [GO:0008061]
Q9VRX0	unreviewed	DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
Q9VVX3	reviewed	G protein-coupled receptor activity [GO:0004930]; identical protein binding [GO:0042802]; PDZ domain binding [GO:0030165]; transmembrane signaling receptor activity [GO:0004888]; Wnt-activated receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]
Q9VZV5	reviewed	zinc ion binding [GO:0008270]
Q9W368	unreviewed	
A1ZBK1	unreviewed	
Q9VHX4	unreviewed	alcohol dehydrogenase (NADP+) activity [GO:0008106]; alditol:NADP+ 1-oxidoreductase activity [GO:0004032]; oxidoreductase activity [GO:0016491]
Q9VSX2	unreviewed	unfolded protein binding [GO:0051082]
A1ZBK4	unreviewed	
Q86BM6	unreviewed	SUMO-specific isopeptidase activity [GO:0070140]
A1ZBK7	unreviewed	cysteine-type endopeptidase inhibitor activity [GO:0004869]; cysteine-type peptidase activity [GO:0008234]
Q7JWQ7	unreviewed	cysteine-type peptidase activity [GO:0008234]; polysaccharide binding [GO:0030247]; scavenger receptor activity [GO:0005044]; Wnt-protein binding [GO:0017147]
A1ZBL2	unreviewed	actin filament binding [GO:0051015]; lamin binding [GO:0005521]
M9MSL4	unreviewed	microtubule binding [GO:0008017]
Q8IQW5	unreviewed	metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]
Q9VFK2	unreviewed	GTPase activator activity [GO:0005096]; lipid binding [GO:0008289]
Q9VLS4	unreviewed	fatty-acyl-CoA binding [GO:0000062]
Q9VV87	unreviewed	3-oxo-arachidoyl-CoA synthase activity [GO:0102336]; 3-oxo-cerotoyl-CoA synthase activity [GO:0102337]; 3-oxo-lignoceronyl-CoA synthase activity [GO:0102338]; fatty acid elongase activity [GO:0009922]; very-long-chain 3-ketoacyl-CoA synthase activity [GO:0102756]
