P45985	Q14315
P41182	Q96ST3
Q13547	P41182
Q15788	Q15596
P52333	P42229
P06400	Q13547
P11802	P06400
P24941	P06400
Q15788	P42226
Q9UER7	P46100
P46100	Q9UER7
P43694	P08047
Q92908	P08047
P08047	P43694
P08047	Q92908
O75376	P28069
P28069	O75376
P28069	Q92793
Q92793	P28069
P12004	P06746
P12004	P28340
P12004	Q13547
P12004	Q09472
O75376	P10828
Q13573	O75376
Q13573	Q9Y618
O75376	Q13573
P28482	Q02224
Q8N2W9	P10275
Q02224	P28482
Q12824	P51532
Q12824	P51531
Q12824	Q92922
Q8WYA6	Q99459
Q8WYA6	Q9UMS4
Q8WYA6	Q8WWY3
Q8WYA6	P52292
Q99459	Q8WYA6
Q8WWY3	Q8WYA6
Q9GZX7	P52294
Q9GZX7	Q8WYA6
P52292	Q8WYA6
Q92793	Q04206
Q92793	P05412
Q92793	P15336
Q92922	P51532
Q92922	Q12824
P51532	Q12824
P40692	P54278
P40692	Q9BX63
Q9BX63	P54278
Q9BX63	P40692
Q9NS91	Q9BXW9
Q9BXW9	Q7Z5Q5
P12004	Q9NW38
Q9NW38	P12004
P04637	Q13547
P04637	Q92769
P04637	P29590
Q09472	Q13547
Q13547	Q09472
O75376	Q16594
Q16594	O75376
Q16594	P49848
Q16594	Q00403
Q00403	Q16594
Q14995	Q13547
P04150	Q15788
P04150	Q15596
P04150	Q92793
P38398	P63165
O43463	Q96EB6
P01106	Q13547
P01106	P08047
P01106	P61244
P01106	Q92993
Q13547	P01106
Q13547	P08047
P01106	Q13547
P01106	Q92993
Q15796	Q92793
Q15796	Q8TAQ2
Q15796	Q92922
Q15796	P51532
Q15796	Q96RT1
Q15796	Q9UPN9
Q15796	Q9Y6Q9
P84022	Q92793
P84022	Q8TAQ2
P84022	P51532
P84022	Q96RT1
P84022	Q9UPN9
P51532	Q15796
P51532	P84022
O76064	Q14676
Q14676	O76064
Q86YC2	Q06609
P38398	P14859
P14859	P38398
Q6PL18	P03372
P49716	Q9BXW9
P49716	Q8TEX9
Q9BXW9	P49716
Q8TEX9	P49716
P12931	P03372
Q15596	P03372
Q9Y6Q9	P03372
Q92793	P03372
Q12772	P18850
P18850	Q12772
Q13263	P10242
P10242	Q13263
P10242	P12755
P10242	Q96ST3
P10242	O75376
O75376	P10242
O75376	Q13263
Q92793	P10242
Q96ST3	P10242
P12755	P10242
O15047	Q9P0U4
O15047	Q9UBL3
O15047	Q15291
O15047	Q6UXN9
O15047	P51610
Q9UPS6	Q9UBL3
Q13950	Q8WUI4
P42226	Q15788
Q92993	Q14995
Q13547	Q14995
Q9NRL2	Q9NRF9
Q9NRF9	Q9NRL2
Q9NRG0	O60264
Q9NRF9	O60264
Q00403	P20226
Q00597	O15360
Q9NS91	P12004
Q8NG27	P62837
O43164	P62837
P00533	P07900
P00533	P34932
P04626	P07900
P04626	P34932
P22681	P12931
P22681	P27986
P22681	O43597
P61201	Q9UNS2
P61201	Q99627
P61201	Q13616
P61201	Q13617
Q13616	P61201
Q92800	O75530
Q92793	P14921
P14921	Q92793
Q92769	Q96ST3
Q9Y2M0	P40692
Q9Y2M0	Q9UHC1
Q9Y2M0	P54277
Q9Y2M0	P54278
P54278	Q9Y2M0
Q9UHC1	Q9Y2M0
P40692	Q9Y2M0
Q9BXW9	Q9Y2M0
Q16665	Q09472
O14763	Q14790
O14763	O15519
O14763	Q13158
Q00987	P04637
P31749	Q00987
P63279	O75928
P04637	O75928
O75928	P05412
O75925	P05412
O75928	P04637
O75925	P04637
P40337	P49368
P40337	Q13617
Q16665	P40337
Q13616	P62877
Q13617	P62877
Q13618	P62877
Q13619	P62877
Q93034	P62877
P22681	P07333
P08621	Q13616
Q13616	Q9Y297
P49841	P35222
P19022	P35222
P35222	Q9UJU2
P22681	P62993
Q96EP1	P53350
P10242	P63279
P46531	P22681
Q9Y2M0	Q9BXW9
Q9Y2M0	Q9NVI1
Q9Y2M0	P54278
Q9Y2M0	P54277
Q9Y2M0	P40692
Q9Y2M0	P12004
Q9BXW9	Q9Y2M0
Q7Z5Q5	Q9Y2S7
P07384	O15360
P07384	O15287
O75376	P10276
P10276	O75376
P10276	Q92831
Q92793	Q92831
Q92831	Q92793
Q92831	Q15788
Q92831	Q9Y6Q9
Q13547	P06400
P06400	Q13547
P10828	P19793
P10828	Q9Y618
P10276	P19793
P10276	Q9Y618
Q9Y618	P19793
Q9Y618	P10276
P10827	Q9Y618
Q03164	Q01105
P04637	P26358
O14757	P26358
P26358	O14757
P04637	Q00987
Q9UNE7	P61077
P22681	P43405
P31749	Q00987
Q00987	P04637
O15287	P07992
P07992	O15287
O15287	O15360
O15360	O15287
P51587	O15287
O43542	O15287
Q9BXW9	P51587
P51587	O43542
O15287	P51587
O15287	Q9NPI8
P51587	Q9BXW9
Q9NPI8	O15287
Q07817	Q8IZY5
Q8IZY5	Q07817
O95155	P55072
P14649	P46940
Q8IYD8	O15360
Q8IYD8	O15287
Q8IYD8	Q9BTP7
Q8IYD8	Q8N2Z9
Q8IYD8	A8MT69
Q8N2Z9	O15360
Q8N2Z9	Q8IYD8
Q8N2Z9	O15287
Q8N2Z9	Q9NPI8
Q8N2Z9	Q8NB91
Q8N2Z9	Q0VG06
Q8N2Z9	A8MT69
Q8N2Z9	Q9NW38
A8MT69	Q9NW38
A8MT69	Q8N2Z9
A8MT69	O15360
A8MT69	Q8IYD8
Q8N2Z9	P54132
Q8N2Z9	Q13472
Q8N2Z9	Q9H9A7
Q8N2Z9	Q9BTP7
Q9NW38	Q8IYD8
Q9NW38	O15360
Q9NW38	Q0VG06
Q9NW38	O15287
Q9NW38	Q8N2Z9
Q9NW38	A8MT69
O15287	Q8IYD8
O15287	Q0VG06
O15287	Q9NW38
O15287	Q8N2Z9
O15287	A8MT69
Q9BX63	P40692
Q9BX63	P38398
Q92547	Q9BX63
Q9BX63	Q92547
Q9BX63	P27694
P04637	Q92793
Q92793	P04637
P03372	Q8NI08
P03372	O15164
P03372	Q15788
P03372	P20226
Q8TAF3	Q8TBZ3
P62068	Q8TBZ3
Q8TBZ3	Q8TAF3
O94782	Q96QE3
O94782	Q8TAF3
Q96QE3	Q8TAF3
Q96QE3	P35249
P12004	Q96QE3
P05198	P19525
P19525	P05198
Q15788	P03372
P48552	P03372
Q92793	P03372
Q92793	Q9Y6Q9
P03372	Q9Y6Q9
Q92793	Q15788
Q9Y6Q9	Q92793
Q15788	Q92793
Q15596	Q92793
P03372	Q15596
P10276	Q15788
P10276	Q15596
P10276	Q9Y6Q9
P03372	Q9Y618
Q8IYD8	O15360
Q8IYD8	Q9HB96
Q8IYD8	Q9NPI8
Q8IYD8	P54132
Q8IYD8	Q9H9A7
Q8IYD8	Q96E14
Q8IYD8	Q13472
Q8IYD8	Q9BTP7
Q9NPI8	Q8IYD8
Q9NPI8	O15360
Q9NPI8	Q9HB96
Q9H9A7	Q8IYD8
Q9H9A7	P54132
Q9H9A7	Q96E14
Q9H9A7	Q13472
P11474	P62508
Q13547	Q9C0J9
Q9Y6Q9	P10276
Q9Y618	P10276
Q92831	P10276
Q15788	P10276
Q09472	P10276
Q92793	P10276
P40763	Q15788
Q15788	P40763
P01106	P61244
P01106	O75928
P40763	P08047
P08047	P40763
P33076	Q92769
P08047	P25490
P25490	P08047
P08047	P10275
Q13547	Q01094
P19338	O14744
Q9UGL1	P55316
Q9UGL1	P55771
P20226	P21675
P20226	Q6P1X5
P20226	O00268
P20226	Q15542
P20226	P49848
P20226	Q7Z7C8
P20226	Q16594
P20226	Q12962
P20226	Q15544
P20226	Q16514
Q15648	Q9Y2X0
Q15648	Q92830
Q92830	Q15648
Q92830	Q16594
Q92830	O75486
O94864	Q16594
O94864	O75486
O75486	Q16594
O75486	O94864
Q15648	Q9NVC6
P01106	O75486
P01106	Q92830
Q9Y4A5	Q14207
Q14207	Q9Y4A5
Q13547	Q9NRZ9
Q92769	Q9NRZ9
Q9NRZ9	P26358
Q9NRZ9	Q9UBC3
Q13547	P26358
Q92769	P26358
Q13363	P37275
Q13363	Q92766
Q13363	Q96KQ7
Q13363	O95785
Q13363	Q9UKL0
Q13363	Q92769
Q13363	O60341
Q13363	O75362
Q9UKL0	Q13363
Q92769	Q13363
Q9Y232	O95785
O75362	Q9UKL0
O75362	O60341
O75362	Q92769
O75362	Q13363
O75362	P56545
P15172	Q09472
P15172	Q92831
P10276	Q5T3J3
Q5T3J3	P10276
Q96KQ7	P45973
Q96KQ7	P83916
Q96KQ7	Q13185
O75528	P04637
Q09472	P04637
P10275	P23246
P10275	Q15233
P23246	P10275
P23246	Q15233
Q96ST3	P23246
Q13547	Q15233
Q9Y6K1	O00257
O00257	Q9Y6K1
P08047	P09874
P09874	P08047
Q15796	O15105
Q13485	O15105
O14965	Q9UKI8
O14965	Q86UE8
Q9UKI8	Q9Y294
Q86UE8	Q9NVP2
P04150	P24468
P24468	P04150
P54132	Q13535
Q13535	P54132
Q01196	Q13951
Q86X55	O14497
Q86X55	P51532
Q86X55	Q8TAQ2
Q86X55	Q92922
Q86X55	Q969G3
Q86X55	P60709
Q86X55	Q96GM5
P51532	Q86X55
P19793	P11473
O15379	P25490
Q12888	Q14676
Q6ZW49	O14686
Q6ZW49	Q8NEZ4
Q6ZW49	Q12888
Q6ZW49	O15550
Q6ZW49	Q92878
Q6ZW49	Q9UBL3
Q6ZW49	Q15291
Q6ZW49	P61964
Q9UBL3	Q6ZW49
Q9UBL3	P61964
O14686	Q6ZW49
O14686	Q9UBL3
O14686	Q15291
O14686	P61964
Q6ZW49	Q14686
Q9UBL3	Q14686
Q9UBL3	Q15291
Q14686	Q15291
Q14686	P61964
Q14686	Q6ZW49
Q14686	Q9UBL3
Q15291	P61964
Q15291	Q6ZW49
Q15291	Q9UBL3
Q15291	Q14686
P01106	P08047
P01106	P61244
Q05195	P61244
P08047	P01106
P61244	P01106
Q92793	P15036
P15036	Q92793
P15036	Q09472
Q15788	Q09472
Q92793	Q15788
Q92793	P04637
O15379	P03372
O15379	O75376
Q13547	P03372
Q13547	Q13330
Q00613	Q13330
Q13330	Q00613
Q00613	Q13330
Q00613	Q13547
Q00613	Q92769
Q13330	Q13547
Q13330	Q12873
Q13330	P04637
P04637	Q13330
P49716	Q13547
P49716	O15379
Q13547	P49716
Q13547	Q9UKL0
Q92793	O43474
Q09472	O43474
Q09472	P08047
P08047	Q09472
P08047	Q13547
Q02447	Q13547
P19838	O75832
Q04206	O75832
O75832	Q04206
O75832	P19838
Q00987	O75832
Q15788	P03372
Q9Y618	P03372
Q15788	Q92731
Q9Y618	Q92731
P35222	P35712
P35712	P35222
P15884	P35222
P35712	Q13547
P35222	Q13547
O75530	Q15910
P03372	Q04206
Q99623	P03372
Q99623	P35232
P35232	Q99623
P35232	Q13547
Q9UK53	P61201
Q9H160	P61201
Q92793	Q07666
Q99873	Q07666
Q9H8N7	O75446
Q9H8N7	Q13547
P07900	P04049
Q13315	P00519
Q13315	P04637
Q92993	Q13287
Q13287	Q92993
P54252	Q92793
P10275	Q8TAE8
P04150	Q09472
P15407	Q09472
Q9Y3R0	Q86X55
Q9H2P0	P51532
P51532	Q9H2P0
P03372	O75376
P03372	P12931
P03372	Q92793
Q9BW71	P67870
Q9BW71	P68400
P67870	Q9BW71
P68400	Q9BW71
Q12905	Q12906
Q12905	P78527
O15169	P35222
O15169	P49841
P35232	Q99496
Q99496	P35232
Q9UQL6	Q9Y466
Q9Y466	Q9UQL6
P18754	O00629
Q14974	P18754
O00629	P18754
O60260	Q99497
Q99497	O60260
P22415	Q15853
P22415	Q99873
O43474	Q92993
Q92993	O43474
Q969H0	Q13887
Q13887	Q969H0
Q13887	P49841
P22415	O15047
P22415	P51610
P22415	Q9UBL3
P22415	Q15291
P22415	P61964
P22415	Q9HCK8
P22415	Q12830
P22415	P28370
P22415	Q09028
P22415	Q9Y4A5
P22415	Q12789
P22415	P49848
P04637	Q13547
P06400	Q13547
P25490	Q13547
P19838	Q13547
Q04206	Q13547
P04637	Q92769
P06400	Q92769
P25490	Q92769
Q04206	Q92769
Q96ST3	Q92769
Q12873	Q92769
Q96ST3	Q13547
Q12873	Q13547
O95983	Q13547
Q09028	Q13547
O95983	Q92769
Q09028	Q92769
Q96ST3	P68400
P68400	Q13547
P68400	Q92769
P68400	Q96ST3
Q92769	Q09028
Q13547	Q09028
Q14676	Q9H1A4
Q14676	Q9UJX4
Q14676	Q13042
Q14676	P30260
O60341	P04637
P04637	O60341
Q12972	Q15910
Q15910	Q12972
Q12972	O75530
Q13107	P06400
Q15797	P28070
P40337	Q16665
Q13619	Q92466
Q9NS56	P04637
Q9NS56	Q96ST3
P11473	Q15648
P11473	P19793
P11473	Q15788
Q13547	Q06455
Q06455	Q13547
P51532	P17676
P51532	P04150
Q15797	P12755
Q15796	P12755
Q15796	Q13547
Q13485	P12755
P12755	P84022
P12755	Q13485
Q13363	Q5H9F3
Q5H9F3	Q13363
O75376	Q9NRL2
P25490	Q09472
P17275	Q09472
P17535	Q09472
Q09472	P25490
O60934	Q13315
Q6ZW49	Q9UMN6
Q6ZW49	Q8NEZ4
Q6ZW49	Q12888
Q6ZW49	Q14686
Q6ZW49	Q92878
Q6ZW49	P49959
Q6ZW49	Q9UBL3
Q6ZW49	Q15291
Q6ZW49	Q9BTK6
Q6ZW49	P61964
Q6ZW49	Q9C005
Q9UBL3	Q6ZW49
Q9UBL3	Q14686
Q9UBL3	Q15291
Q15291	Q6ZW49
Q15291	Q14686
Q15291	Q9UBL3
Q14686	Q6ZW49
Q14686	Q9UBL3
Q14686	Q15291
P49959	Q92878
P49959	O60934
Q92878	P49959
Q92878	O60934
P61964	Q6ZW49
P61964	Q15291
Q9BTK6	Q6ZW49
Q8NEZ4	Q6ZW49
Q8NEZ4	Q15291
Q8NEZ4	Q9UBL3
Q9UMN6	Q6ZW49
Q9UMN6	Q15291
Q9UMN6	Q9UBL3
Q9BTK6	P61964
O15550	Q6ZW49
O15550	Q15291
Q14191	Q08211
P04637	P04150
P04637	Q00987
P04150	P04637
Q9UNE7	P51668
Q9UNE7	P11142
Q12962	Q9H0E3
Q12962	Q92830
Q12962	Q15542
Q12962	P49848
Q12962	O94864
Q12962	Q7Z7C8
Q12962	O75486
P20226	P21675
P20226	Q15542
P20226	Q12962
P20226	Q7Z7C8
P20226	P49848
P20226	Q15544
Q7Z7C8	P49848
Q7Z7C8	Q12962
Q7Z7C8	Q15543
Q7Z7C8	Q15542
Q7Z7C8	P20226
Q7Z7C8	O94864
O15265	Q9Y4A5
O15265	Q92830
O15265	Q12962
Q16518	Q6PCB7
P25963	Q13616
Q9UBF6	Q13616
P62877	Q13616
Q9Y297	Q13616
Q9Y297	P63208
O60260	P68036
Q05086	P68036
O95644	Q9BZS1
Q01860	P61964
P61964	Q01860
Q00987	P04637
O75367	P09874
Q5VWG9	Q6SJ96
Q13263	Q01094
P01106	P61244
P01106	O60563
P01106	P50750
O60563	P50750
P56524	O75694
O75694	P56524
P04637	Q00987
Q9Y2L5	O43617
Q9UL33	O43617
O43617	Q9Y2L5
Q9UL33	Q9Y2L5
Q96ST3	Q96QT6
Q9UBU8	Q96QT6
Q6IN85	P60510
P07900	P04049
P07900	P03372
P12931	O15379
Q92793	Q92794
Q15596	P03372
Q9UJW3	Q9Y6K1
Q9UJW3	Q9UBC3
Q96EB6	Q04724
P54198	Q9Y294
P54198	Q9Y6J0
Q03164	O00255
Q9UQL6	O95644
Q13330	Q92769
O95644	Q9UQL6
Q09472	O95644
Q09472	Q92831
P51532	P04637
P51532	P06400
Q99728	P38398
Q99728	P51587
Q99728	P46736
P46736	P38398
P46736	P51587
P46736	Q99728
P38398	P51587
P38398	Q99728
P08047	P03372
Q13547	Q96ST3
Q13547	Q09028
Q14247	Q9UBN7
Q9UBN7	Q14247
P06748	P05549
P61244	P01106
P11309	P01106
P01106	P11309
P05549	P06748
P41235	Q9UBK2
P36956	P41235
P22087	O00567
Q9Y265	Q9Y230
Q9UHK0	Q9Y265
Q9UHK0	Q9Y230
Q9NWS0	Q9Y265
Q9NWS0	Q9Y230
Q9NWS0	P22087
Q16594	P22087
Q13547	O60341
P20226	Q9H5J8
Q15573	Q9H5J8
Q53T94	Q9H5J8
Q15572	Q9H5J8
O60341	Q13547
Q9UBB5	Q13547
Q9H5J8	Q53T94
Q9H5J8	Q15572
Q9H5J8	Q15573
Q9H5J8	P17480
P03372	Q86YN6
Q13547	P22670
P05412	P03372
Q12873	O95613
Q14839	O95613
O95613	Q14839
O95613	Q12873
O95613	O94776
Q09472	P28482
P28482	Q09472
P08047	Q09472
P17947	P12755
O15379	P12755
P12755	O15379
P12755	P17947
P50402	Q8WWI1
P50402	Q13813
P50402	O00159
P50402	O75531
P50402	P20700
P50402	P02545
P50402	O15379
P50402	Q00839
P50402	P51858
P50402	O60907
P50402	Q9BZK7
O15379	P50402
O60907	P50402
Q9BZK7	P50402
P63279	Q00987
Q00987	P63279
P04637	Q00987
P84022	P62877
P62877	P84022
P16220	Q16204
Q16204	P16220
Q16204	Q13547
Q92793	P04637
P10276	Q92769
Q13887	Q92769
Q13887	P10276
Q92769	P10276
Q15910	Q15022
Q15910	P26358
Q15022	Q15910
Q15022	P26358
Q13330	Q99497
Q99497	Q13330
P13056	P29590
P08047	P29590
P20963	P43403
P22681	P43403
P40337	Q16665
P40337	Q99814
P51617	Q9Y4K3
Q9Y4K3	P51617
P04637	Q16594
Q9HCE7	Q99717
Q9HCE7	O43541
Q9HCE7	O15105
O15105	Q9HCE7
Q9HCE7	P36897
Q9HCE7	P37173
P45973	P83916
P45973	Q13185
P83916	Q13185
P83916	P45973
Q09472	Q02548
Q02548	Q09472
P67809	P04637
P04637	Q92769
P15531	P22392
P36897	O15105
Q9Y3F4	O15105
P11474	Q92831
Q92831	P11474
P11474	Q96EB6
P11474	Q9BY41
Q96EB6	P11474
Q9BY41	P11474
P24385	Q13547
P24385	O15379
P62877	Q13616
P62877	P63208
P62877	Q13309
Q9Y297	P18848
P18848	Q9Y297
P25963	Q04206
Q5VTR2	O75150
Q5VTR2	Q9BTA9
Q9BTA9	O75150
Q9BTA9	Q5VTR2
Q9BTA9	P24928
P24928	Q9BTA9
P08047	P03372
Q13547	P03372
Q92769	P03372
Q92769	P08047
O14753	Q13547
Q13547	O14753
Q9H7Z6	P78527
Q9H7Z6	Q68DK7
Q9H7Z6	P51610
Q9H7Z6	Q9BVI0
Q9H7Z6	Q8N5Y2
Q9H7Z6	Q9HCI7
Q9H7Z6	P61964
Q8N5Y2	Q68DK7
P11308	P10275
P31946	Q9NSI8
P61981	Q9NSI8
Q9NSI8	P61981
Q9NSI8	O75446
O75446	Q9NSI8
Q96EB6	O60934
P51610	Q01094
P51610	O00716
P51610	Q16254
O14965	Q9UBN7
Q969V6	P11831
Q969V6	P51532
P11831	P51532
P11831	Q969V6
Q00987	O15151
O15151	Q00987
O15379	O43889
O43889	O15379
P16220	Q13547
P16220	Q92769
P62913	P01106
P01106	P62913
Q8IUQ4	Q8IXK0
O15151	P04637
O15151	O15350
Q92574	P49815
Q15797	Q9HAU4
Q15796	Q9HAU4
P84022	Q9HAU4
Q9UNE7	P04150
Q9UNE7	P07900
P0CG48	Q9UNE7
Q9UNE7	P0CG48
P55036	Q9UNE7
Q06546	Q09472
Q92830	P17676
Q92831	P17676
P17676	Q92830
P17676	Q92831
P53990	Q7LBR1
P04637	Q00987
O95352	O94817
P60520	O95352
O95166	O95352
Q9H492	O95352
P22681	P27986
Q00987	P04637
Q13616	P49427
P07900	P13569
P11142	P13569
P51531	Q92785
P51532	Q92785
P51531	Q92922
P51532	Q92922
Q92785	Q92922
Q92785	P51531
Q92785	P51532
Q92785	Q96GM5
Q92785	Q12824
Q92785	Q04206
Q92785	Q01201
Q92785	P19838
P51531	Q8TAQ2
P51531	Q96GM5
P51531	O96019
P51531	Q969G3
P51531	Q4VC05
P51532	O14497
P51532	Q8TAQ2
P51532	Q12824
P51532	Q96GM5
P51532	O96019
P51532	Q969G3
P51532	Q92769
P51532	Q15233
P51532	Q4VC05
O15297	P16104
Q14676	O60934
O60260	P68036
P40337	Q16665
Q16665	P40337
Q99814	P40337
O60828	P83876
P40337	Q99814
P40337	Q13617
P40337	Q15370
P40337	Q15369
P24864	P38936
P24864	P46527
P24941	Q02539
P31749	Q15047
Q9UBU8	P29375
Q9UBU8	Q9H0E9
Q9UBU8	O75182
Q9UBU8	Q96QT6
Q9UBU8	Q9H2F5
Q9UBU8	Q52LR7
Q9UBU8	Q05BQ5
Q9UBU8	P02545
Q9UBU8	Q13547
Q9UBU8	Q92769
Q9UBU8	Q9NPF5
Q9UBU8	Q92993
Q9UBU8	Q16576
Q9UBU8	Q9Y265
Q9UBU8	Q9Y230
Q9UBU8	O96019
Q9UBU8	Q9NV56
Q9UBU8	Q9Y605
Q9UBU8	Q16778
Q15014	P29375
Q15014	Q9H0E9
Q15014	O75182
Q15014	Q96QT6
Q15014	Q9H2F5
Q15014	Q52LR7
Q15014	Q05BQ5
Q15014	Q13547
Q15014	Q92769
Q15014	Q9NPF5
Q15014	Q92993
Q15014	Q16576
Q15014	Q9Y265
Q15014	Q9Y230
Q15014	Q9NV56
Q15014	Q9Y605
Q15014	Q16778
Q9NV56	Q9H0E9
Q9NV56	Q9H2F5
Q9NV56	Q52LR7
Q9NV56	Q05BQ5
Q9NV56	P34932
Q9NV56	Q9UBU8
Q9NV56	Q9NPF5
Q9NV56	Q92993
Q9NV56	Q9Y265
Q9NV56	Q9Y230
Q9NV56	O96019
Q9NV56	Q15014
P29375	Q9UBU8
P29375	O75182
Q13547	Q02447
Q92769	Q02447
Q15796	Q13485
P62877	Q13616
P62877	P49427
O60341	Q8IZL8
Q8IZL8	O60341
P63279	Q14526
O75928	Q14526
Q14526	Q96EB6
P25963	Q13616
Q9Y297	Q13616
Q13616	P63208
Q13616	P62877
P11142	P13569
Q9Y4W2	Q8IZL8
Q9H4L4	Q8IZL8
Q8IZL8	Q9Y4W2
Q8IZL8	Q9H4L4
Q96EB6	P68400
Q13547	Q16665
O15379	Q16665
Q09472	P22736
Q13535	Q09472
Q09472	Q13535
Q16514	P20226
Q16514	Q15572
Q15572	P20226
Q15572	Q16514
Q8TEK3	P06748
Q8TEK3	P52272
Q8TEK3	P42568
Q8TEK3	Q03111
Q8TEK3	P55197
Q8TEK3	Q9NR30
P42568	Q9UHB7
P42568	P51825
P42568	Q6W2J9
P42568	P50750
P42568	Q8TEK3
P42568	P51826
P42568	O60563
P42568	Q96JC9
P42568	Q9HB65
P42568	Q9BSM1
P42568	Q03111
P42568	P55199
Q03111	P51825
Q03111	Q9UHB7
Q03111	P50750
Q03111	Q8TEK3
Q03111	Q6W2J9
Q03111	Q9HC52
Q03111	P55197
P06748	P19338
P06748	Q00839
P06748	Q9NR30
P06748	P16403
P06748	P67809
P06748	Q92522
Q8TEK3	P06748
Q8TEK3	Q9NR30
Q8TEK3	P52272
Q8TEK3	Q03111
Q8TEK3	Q96EB6
Q9NPF5	Q13547
Q13547	Q9NPF5
Q9NPF5	P51948
Q9UFF9	Q99873
Q99873	Q07666
Q99873	P09651
P49711	P84022
P84022	P49711
Q13535	Q13330
Q13330	Q13535
O75496	Q9H211
P46060	P49792
Q8NI51	P08047
P51531	P17676
Q13263	P62136
P62136	Q13263
P62140	Q13263
Q13263	P62140
O75925	P17844
P17844	Q13547
Q8WUI4	O14974
Q8WUI4	P62140
Q8WUI4	P27348
Q8WUI4	P31946
Q8WUI4	P62258
O14974	Q8WUI4
P62140	Q8WUI4
P62258	Q8WUI4
Q04206	Q92793
O15350	Q13547
Q12873	P10242
P10242	Q12873
P55273	P38398
P38398	P55273
P24385	P38398
P11802	P38398
P17480	P35568
Q9C0K0	Q13547
Q9C0K0	Q92769
O43463	Q9C0K0
P63000	Q01105
Q9UQ84	P63104
Q9UQ84	P31946
Q9UQ84	P62258
Q9UQ84	P40692
P63104	Q9UQ84
P31946	Q9UQ84
P62258	Q9UQ84
P40692	Q9UQ84
P10827	P78527
P10827	O75376
P10827	Q9Y618
P10827	P09874
P10827	O15379
P10828	P78527
P10828	O75376
P10828	Q9Y618
P10828	O15379
P10828	O60907
Q16695	Q9Y294
Q9Y294	Q16695
Q9Y294	P54198
Q09472	P42226
Q01094	Q92547
P10276	O75528
O75528	P10276
O75528	P03372
P01100	P05412
P05412	P01100
Q7KZ85	P24928
Q01094	P48552
P48552	Q01094
Q92878	O14893
O14893	Q92878
Q92793	P16220
Q92793	Q15796
P24941	P78396
P78396	Q13309
Q13616	P63208
Q13616	P62877
Q9Y294	P21675
P24928	P50750
Q9Y618	Q9Y6Q9
Q9Y618	P03372
P03372	Q9Y6Q9
P03372	Q9Y618
Q9Y6Q9	Q9Y618
Q92769	P68400
Q92769	P04637
Q92769	Q13547
Q92769	O75446
Q92769	Q16576
Q92769	Q09028
Q92769	O95983
Q92769	Q04206
Q92769	Q92793
Q09472	P03372
P18848	Q15744
P18847	Q15744
P51608	P08047
P07384	P20810
Q13547	P08047
P07900	P04637
Q9Y297	P63208
P63208	Q9Y297
P63208	P25963
Q00987	P04637
Q9BZL1	O43290
O43290	Q9BZL1
O15379	Q969R5
Q969R5	O15379
P01106	P61244
Q9NP71	Q9UH92
Q15466	Q96EB6
Q96EB6	Q15466
O00482	Q15466
P11021	Q9UBN7
Q9UBN7	P11021
P11021	Q9NZJ5
P11473	P12931
P27361	P19419
P28482	P19419
Q12873	P17844
Q86Y26	Q09472
O60885	Q09472
Q13185	Q13263
Q12972	P62136
Q12972	Q15910
P23025	P15927
Q8NB78	Q9BZ95
Q8NB78	Q96KQ7
Q8NB78	O60563
Q96KQ7	Q8NB78
Q9BZ95	Q8NB78
O60563	Q8NB78
Q14974	P62826
Q14974	P43487
Q14974	P49790
P15172	Q09472
P15172	Q92831
P10242	Q09472
Q92831	Q03112
Q03112	Q92831
P08047	P37231
P37231	P08047
P18847	Q13547
P78527	P16104
P37231	Q13547
Q13547	P37231
P03372	P07900
O60674	P42224
P42224	O60674
P08238	P07900
P42224	P51532
Q00613	P51532
Q05086	Q99496
Q99496	Q05086
Q99496	Q16777
Q96L91	Q92993
P00533	P22681
P40337	Q13617
P40337	Q15369
P41212	P63279
P63279	P41212
Q01826	P63279
Q01826	Q9NS56
Q01826	O00257
Q01826	O75925
Q01826	Q9Y6X2
Q01826	Q8N2W9
O75925	Q01826
P54725	Q05086
P54727	Q05086
Q05086	P54725
Q05086	P54727
P04637	Q00987
Q9UKB1	P35222
Q9UKB1	Q13616
Q9UKB1	P63208
Q13330	Q92769
P04637	Q13547
Q13207	P18146
Q12824	Q8TDY2
Q8TDY2	Q12824
Q99873	P38398
P36578	P10242
O60341	Q01094
Q8WTS6	Q01094
Q9Y230	Q96KQ7
Q9Y230	Q9GZR1
Q9Y230	P35222
Q9Y230	Q9P0U3
Q9Y230	Q13547
Q9Y230	Q9Y265
Q9Y230	O43463
Q16665	Q9Y230
Q13547	Q9Y230
Q9UPN9	P17542
Q9UPN9	Q86U70
Q9UPN9	P15884
Q9UPN9	Q9Y5B9
P17542	Q9UPN9
Q9Y5B9	Q9UPN9
P35227	Q93009
P35227	P51784
Q93009	P35227
Q93009	Q06587
Q93009	Q99496
Q93009	Q9HC52
P51784	P35227
P51784	Q99496
P51784	Q9HC52
Q9HC52	Q93009
Q9HC52	P51784
P51784	Q93009
Q93009	P51784
Q13547	P09874
Q92769	P09874
Q13547	P51532
Q92769	P51532
P45973	Q13111
P45973	Q13112
P45973	Q09028
P45973	Q13185
P45973	Q16695
O60674	O14744
O14744	O60674
Q9BQA1	O14744
P51610	O15294
Q9UBL3	Q03164
Q9UBL3	Q15291
Q9UBL3	P61964
Q15466	P51531
Q15466	Q13547
Q15466	O00482
Q9UPP1	Q9Y462
